ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (TND),Total Land (m²),Price (TND),Price per m² (TND),State_encoded,Land_use_encoded
1291,South,Kef,1964,Total cropland,6154.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24904376.44,30770000.0,978.4949736515769,39,13
1292,South,Ben Arous,1964,Total cropland,9437.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,38190217.82,47185000.0,1007.4100742759922,21,13
1293,North,Mahdia,1964,Total cropland,7974.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,32269661.64,39870000.0,947.4208036957032,53,13
1294,South,Tataouine,1964,Total cropland,18880.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,76404716.8,94400000.0,887.0554444821639,51,13
1295,South,Kairouan,1964,Total cropland,3706.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14997663.16,18530000.0,877.7493611337866,49,13
1296,Center,Manouba,1964,Total cropland,6381.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25823013.66,31905000.0,931.6992669921332,14,13
1297,South,Kef,1964,Total cropland,3582.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14495852.52,17910000.0,1083.949104242159,13,13
1298,North,Kairouan,1964,Total cropland,5211.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21088187.46,26055000.0,835.6884596387239,1,13
1299,South,Kef,1964,Total cropland,20238.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,81900352.68,101190000.0,864.1329028569945,11,13
1300,North,Kebili,1964,Total cropland,6655.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26931853.3,33275000.0,929.0229296507786,29,13
1301,Center,Zaghouan,1964,Total cropland,8571.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,34685637.06,42855000.0,928.4747817306504,5,13
1302,Center,Jendouba,1964,Total cropland,5012.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20282862.32,25060000.0,940.549542721939,23,13
1303,Center,Bizerte,1964,Total cropland,49446.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,200101039.56,247230000.0,836.2859076769047,52,13
1304,North,Kebili,1964,Total cropland,13540.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,54794484.4,67700000.0,831.3805871572027,44,13
1305,North,Gafsa,1964,Total cropland,35906.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,145306555.16,179530000.0,1161.913988982679,54,13
1306,Center,Ben Arous,1964,Total cropland,43167.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,174690805.62,215835000.0,976.1596496077522,32,13
1307,South,Ben Arous,1964,Total cropland,15661.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,63377874.46,78305000.0,900.7759547119532,31,13
1308,North,Jendouba,1964,Total cropland,5982.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24208316.52,29910000.0,839.9240454005006,16,13
1309,Center,Ben Arous,1964,Total cropland,2836.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11476894.96,14180000.0,950.660424935013,62,13
1310,Center,Mahdia,1964,Total cropland,11341.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,45895439.26,56705000.0,981.9936362758724,7,13
1311,North,Nabeul,1964,Total cropland,2554.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10335680.44,12770000.0,898.413234913015,37,13
1312,North,Gafsa,1964,Total cropland,1669.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6754209.34,8345000.0,950.2914682661924,4,13
1313,Center,Kef,1964,Total cropland,2288.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9259215.68,11440000.0,819.4028323565584,56,13
1314,South,Jendouba,1964,Total cropland,836.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3383174.96,4180000.0,898.2371217624143,34,13
1315,Center,Gabes,1964,Total cropland,25451.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,102996633.86,127255000.0,993.1820052596896,46,13
1316,North,Jendouba,1964,Total cropland,8185.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,33123549.1,40925000.0,908.150780587369,59,13
1317,South,Mahdia,1964,Total cropland,5425.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21954215.5,27125000.0,863.6339230576823,45,13
1318,Center,Bizerte,1964,Total cropland,11841.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,47918869.26,59205000.0,1192.4651957886758,6,13
1319,Center,Kasserine,1964,Total cropland,443801.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1796000514.86,2219005000.0,844.1756410630384,0,13
1320,Center,Kebili,1964,Total cropland,24.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,97124.64,120000.0,943.45510727125,2,13
1321,North,Zaghouan,1964,Total cropland,371.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1501385.06,1855000.0,855.1935194485764,15,13
1322,North,Sfax,1964,Total cropland,444196.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1797599024.56,2220980000.0,857.352492264702,55,13
1323,South,Ariana,1969,Total cropland,17853.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,72248591.58,98191500.0,1231.99315931775,41,13
1324,Center,Monastir,1969,Total cropland,735.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,2974442.1,2940000.0,1284.7061028163748,24,13
1325,South,Siliana,1969,Total cropland,198.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,801278.28,990000.0,1205.945470258759,35,13
1326,North,Sidi Bouzid,1969,Total cropland,867.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,3508627.62,3901500.0,1068.250552336822,57,13
1327,North,Ariana,1969,Total cropland,288.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,1165495.68,2016000.0,1247.1900858270524,26,13
1328,South,Ariana,1969,Total cropland,32.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,129499.52,240000.0,1151.2946698947317,48,13
1329,South,Bizerte,1969,Total cropland,252.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,1019808.72,1713600.0,1170.1202468308977,8,13
1330,South,Sfax,1969,Total cropland,6276.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,25398093.36,62760000.0,1405.2134215274978,38,13
1331,South,Sidi Bouzid,1969,Total cropland,713.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,2885411.18,8556000.0,1425.03108939365,36,13
1332,Center,Kairouan,1969,Total cropland,6065.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,24544205.9,39422500.0,1088.3393317005289,47,13
1333,North,Zaghouan,1969,Total cropland,533.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2156976.38,2665000.0,1164.214300699635,10,13
1334,North,Kasserine,1969,Total cropland,1894.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7664752.84,9470000.0,1096.1271295354177,25,13
1336,South,Jendouba,1969,Total cropland,44332.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,179405397.52,221660000.0,1162.0136766752178,22,13
1337,North,Tozeur,1969,Total cropland,8682.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,35134838.52,43410000.0,1157.5787678064394,27,13
1338,South,Ben Arous,1969,Total cropland,12270.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,49654972.2,61350000.0,1189.0288615781017,61,13
1339,Center,Bizerte,1969,Total cropland,23380.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,94615586.8,116900000.0,1279.561908063637,28,13
1340,South,Medenine,1969,Total cropland,101969.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,412654267.34,509845000.0,1248.3464780204374,9,13
1341,North,Gabes,1969,Total cropland,12584.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,50925686.24,62920000.0,1181.395235996226,43,13
1342,South,Nabeul,1969,Total cropland,14071.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,56943367.06,70355000.0,1113.518684389153,18,13
1343,Center,Bizerte,1969,Total cropland,25466.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103057336.76,127330000.0,1199.5678064539495,17,13
1344,North,Monastir,1969,Total cropland,28398.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,114922730.28,141990000.0,1298.0575987995742,19,13
1345,North,Kasserine,1969,Total cropland,21450.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,86805147.0,107250000.0,1135.672139764756,30,13
1346,South,Monastir,1969,Total cropland,107237.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,433973125.82,536185000.0,1158.5635660822309,42,13
1347,Center,Gafsa,1969,Total cropland,30187.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,122162562.82,150935000.0,1207.0950593261114,40,13
1348,South,Kef,1969,Total cropland,20844.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,84352749.84,104220000.0,1129.3755564465707,50,13
1349,North,Kebili,1969,Total cropland,23379.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,94611539.94,116895000.0,1112.126509972776,33,13
1350,Center,Siliana,1969,Total cropland,32827.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,132846273.22,164135000.0,1065.3125839695876,20,13
1351,North,Kairouan,1969,Total cropland,31630.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,128002181.8,158150000.0,1123.8393008887508,3,13
1352,North,Sousse,1969,Total cropland,4925.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,19930785.5,24625000.0,1060.8804258845166,58,13
1353,South,Tataouine,1969,Total cropland,1763.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7134614.180000001,8815000.0,1194.958827535337,60,13
1354,South,Manouba,1969,Total cropland,6480.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26223652.8,32400000.0,1128.3077058935512,39,13
1355,Center,Manouba,1969,Total cropland,9810.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,39699696.6,49050000.0,1148.2477154138214,21,13
1356,South,Sousse,1969,Total cropland,8652.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,35013432.72,43260000.0,1125.0127797263656,53,13
1357,South,Tunis,1969,Total cropland,20424.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,82653068.64,102120000.0,1235.939658447754,51,13
1358,South,Sousse,1969,Total cropland,3663.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14823648.18,18315000.0,1086.6334342675952,49,13
1359,Center,Kef,1969,Total cropland,7103.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,28744846.58,35515000.0,1156.9194338336983,14,13
1360,Center,Kasserine,1969,Total cropland,3773.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15268802.78,18865000.0,1429.009710478539,13,13
1361,Center,Sousse,1969,Total cropland,5885.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23815771.1,29425000.0,1171.5299471601222,1,13
1362,Center,Ariana,1969,Total cropland,24558.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,99382787.88,122790000.0,1150.7866224131374,11,13
1363,North,Ariana,1969,Total cropland,8394.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,33969342.84,41970000.0,1050.6509566510642,29,13
1364,North,Manouba,1969,Total cropland,10202.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,41286065.72,51010000.0,1141.6013103742491,5,13
1365,North,Kairouan,1969,Total cropland,5962.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24127379.32,29810000.0,1101.3755612457535,23,13
1366,South,Tataouine,1969,Total cropland,56043.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,226798174.98,280215000.0,1108.51437294297,52,13
1367,South,Zaghouan,1969,Total cropland,16036.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,64895446.96,80180000.0,1099.8000378905365,44,13
1368,Center,Kebili,1969,Total cropland,40007.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,161902728.02,200035000.0,1381.9840919043108,54,13
1369,North,Kebili,1969,Total cropland,43359.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,175467802.74,216795000.0,1250.3858523148588,32,13
1370,Center,Kef,1969,Total cropland,16493.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,66744861.98,82465000.0,1125.4915581371556,31,13
1371,North,Gafsa,1969,Total cropland,6166.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24952938.76,30830000.0,1243.3539679395235,16,13
1372,Center,Siliana,1969,Total cropland,2813.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11383817.18,14065000.0,1115.871021580242,62,13
1373,North,Tozeur,1969,Total cropland,11105.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,44940380.3,55525000.0,1269.6882383672198,7,13
1374,North,Manouba,1969,Total cropland,2351.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9514167.86,11755000.0,1171.687337970202,37,13
1375,South,Manouba,1969,Total cropland,1665.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6738021.9,8325000.0,1236.591281058928,4,13
1376,South,Kasserine,1969,Total cropland,1983.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8024923.38,9915000.0,1084.1408504276924,56,13
1377,Center,Manouba,1969,Total cropland,783.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3168691.38,3915000.0,1211.3705980753778,34,13
1378,North,Sfax,1969,Total cropland,24302.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,98346791.72,121510000.0,1184.2996522496117,46,13
1379,North,Siliana,1969,Total cropland,8278.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,33499907.08,41390000.0,1140.3523964814497,59,13
