Year,Attribute,Value
1967,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",72978.70875
1967,"Intermediate inputs: Energy: Price (index, 2015=1)",0.066537223
1967,"Intermediate inputs: Energy: Quantity (million, $2015)",28660.73486
1967,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.138295528
1967,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",17563.83617
1967,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.420557209
1967,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1880.83805
1967,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.149501871
1967,"Intermediate inputs: Purchased services: Quantity (million, $2015)",36980.29849
1967,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.160815747
1967,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2831.664242
1968,"Total output: Price (index, 2015=1)",0.263558
1968,"Total output: Quantity (million, $2015)",198466.2523
1968,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.226948834
1968,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",99011.93336
1968,"Livestock and products: Meat animals: Price (index, 2015=1)",0.181538387
1968,"Livestock and products: Meat animals: Quantity (million, $2015)",67605.26858
1968,"Livestock and products: Dairy: Price (index, 2015=1)",0.307382412
1968,"Livestock and products: Dairy: Quantity (million, $2015)",19380.68596
1968,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.261793572
1968,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",14404.18484
1968,"Crops: All crops: Price (index, 2015=1)",0.29618635
1968,"Crops: All crops: Quantity (million, $2015)",96071.01986
1968,"Crops: Food grains: Price (index, 2015=1)",0.35498235
1968,"Crops: Food grains: Quantity (million, $2015)",9194.321186
1968,"Crops: Feed crops: Price (index, 2015=1)",0.274691039
1968,"Crops: Feed crops: Quantity (million, $2015)",41956.67754
1968,"Crops: Oil crops: Price (index, 2015=1)",0.277634983
1968,"Crops: Oil crops: Quantity (million, $2015)",11998.43332
1968,"Crops: Vegetables and melons: Price (index, 2015=1)",0.225880863
1968,"Crops: Vegetables and melons: Quantity (million, $2015)",12807.14073
1968,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.183644607
1968,"Crops: Fruits and tree nuts: Quantity (million, $2015)",11124.88971
1968,"Crops: Other crops 2/: Price (index, 2015=1)",0.402471058
1968,"Crops: Other crops 2/: Quantity (million, $2015)",12854.94609
1968,"Farm-related output 3/: Price (index, 2015=1)",0.180508735
1968,"Farm-related output 3/: Quantity (million, $2015)",7655.037104
1968,"Total farm inputs: Price (index, 2015=1)",0.127442789
1968,"Total farm inputs: Quantity (million, $2015)",410438.039
1968,"Capital: All capital: Price (index, 2015=1)",0.10918974
1968,"Capital: All capital: Quantity (million, $2015)",133689.7695
1968,"Capital: Durable equipment: Price (index, 2015=1)",0.184683344
1968,"Capital: Durable equipment: Quantity (million, $2015)",26374.40531
1968,"Capital: Service buildings: Price (index, 2015=1)",0.184614264
1968,"Capital: Service buildings: Quantity (million, $2015)",7571.476489
1968,"Capital: Land: Price (index, 2015=1)",0.090563957
1968,"Capital: Land: Quantity (million, $2015)",85360.00277
1968,"Capital: Inventories: Price (index, 2015=1)",0.128211536
1968,"Capital: Inventories: Quantity (million, $2015)",4666.472335
1968,"Labor: All labor: Price (index, 2015=1)",0.093755162
1968,"Labor: All labor: Quantity (million, $2015)",137176.2579
1968,"Labor: Hired labor: Price (index, 2015=1)",0.096486311
1968,"Labor: Hired labor: Quantity (million, $2015)",39341.83381
1968,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.092437538
1968,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",98066.58751
1968,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.162598381
1968,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",152823.3856
1968,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.181360551
1968,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",73857.55645
1968,"Intermediate inputs: Energy: Price (index, 2015=1)",0.06701122
1968,"Intermediate inputs: Energy: Quantity (million, $2015)",28726.35374
1968,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.166181791
1968,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",14646.61068
1968,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.4400921
1968,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1879.152115
1968,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.157053511
1968,"Intermediate inputs: Purchased services: Quantity (million, $2015)",36841.9778
1968,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.165617999
1968,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2909.333771
1969,"Total output: Price (index, 2015=1)",0.278475705
1969,"Total output: Quantity (million, $2015)",202400.5903
1969,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.252797793
1969,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",99454.88462
1969,"Livestock and products: Meat animals: Price (index, 2015=1)",0.207595193
1969,"Livestock and products: Meat animals: Quantity (million, $2015)",68129.25185
1969,"Livestock and products: Dairy: Price (index, 2015=1)",0.321884691
1969,"Livestock and products: Dairy: Quantity (million, $2015)",19248.11017
1969,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.294424525
1969,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",14785.38177
1969,"Crops: All crops: Price (index, 2015=1)",0.299746135
1969,"Crops: All crops: Quantity (million, $2015)",99640.67701
1969,"Crops: Food grains: Price (index, 2015=1)",0.368785854
1969,"Crops: Food grains: Quantity (million, $2015)",8482.829931
1969,"Crops: Feed crops: Price (index, 2015=1)",0.293849252
1969,"Crops: Feed crops: Quantity (million, $2015)",43444.68075
1969,"Crops: Oil crops: Price (index, 2015=1)",0.261423113
1969,"Crops: Oil crops: Quantity (million, $2015)",12137.47739
1969,"Crops: Vegetables and melons: Price (index, 2015=1)",0.231404312
1969,"Crops: Vegetables and melons: Quantity (million, $2015)",12281.30096
1969,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.164228803
1969,"Crops: Fruits and tree nuts: Quantity (million, $2015)",13222.01078
1969,"Crops: Other crops 2/: Price (index, 2015=1)",0.385364042
1969,"Crops: Other crops 2/: Quantity (million, $2015)",14471.68528
1969,"Farm-related output 3/: Price (index, 2015=1)",0.190930516
1969,"Farm-related output 3/: Quantity (million, $2015)",7095.58568
1969,"Total farm inputs: Price (index, 2015=1)",0.136866442
1969,"Total farm inputs: Quantity (million, $2015)",411814.9513
1969,"Capital: All capital: Price (index, 2015=1)",0.126362409
1969,"Capital: All capital: Quantity (million, $2015)",133565.3466
1969,"Capital: Durable equipment: Price (index, 2015=1)",0.190780462
1969,"Capital: Durable equipment: Quantity (million, $2015)",26809.65991
1969,"Capital: Service buildings: Price (index, 2015=1)",0.192401936
1969,"Capital: Service buildings: Quantity (million, $2015)",7713.530087
1969,"Capital: Land: Price (index, 2015=1)",0.114535688
1969,"Capital: Land: Quantity (million, $2015)",84038.70218
1969,"Capital: Inventories: Price (index, 2015=1)",0.137501417
1969,"Capital: Inventories: Quantity (million, $2015)",4751.594936
1969,"Labor: All labor: Price (index, 2015=1)",0.099297329
1969,"Labor: All labor: Quantity (million, $2015)",134794.7598
1969,"Labor: Hired labor: Price (index, 2015=1)",0.10203627
1969,"Labor: Hired labor: Quantity (million, $2015)",39686.06961
1969,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.097964625
1969,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",95292.97985
1969,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.167956245
1969,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",155405.0483
1969,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.186764392
1969,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",77687.49354
1969,"Intermediate inputs: Energy: Price (index, 2015=1)",0.068442438
1969,"Intermediate inputs: Energy: Quantity (million, $2015)",29148.44868
1969,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.161901677
1969,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",14280.27214
1969,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.472393893
1969,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1917.89101
1969,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.167049459
1969,"Intermediate inputs: Purchased services: Quantity (million, $2015)",35211.37354
1969,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.170903501
1969,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2907.83444
1970,"Total output: Price (index, 2015=1)",0.290505812
1970,"Total output: Quantity (million, $2015)",199637.7606
1970,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.257253409
1970,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",102891.1034
1970,"Livestock and products: Meat animals: Price (index, 2015=1)",0.215037529
1970,"Livestock and products: Meat animals: Quantity (million, $2015)",71211.1873
1970,"Livestock and products: Dairy: Price (index, 2015=1)",0.335456684
1970,"Livestock and products: Dairy: Quantity (million, $2015)",19455.75484
1970,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.274088549
1970,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",15399.12929
1970,"Crops: All crops: Price (index, 2015=1)",0.319931108
1970,"Crops: All crops: Quantity (million, $2015)",94451.68388
1970,"Crops: Food grains: Price (index, 2015=1)",0.393859617
1970,"Crops: Food grains: Quantity (million, $2015)",7939.435779
1970,"Crops: Feed crops: Price (index, 2015=1)",0.315739713
1970,"Crops: Feed crops: Quantity (million, $2015)",40343.40944
1970,"Crops: Oil crops: Price (index, 2015=1)",0.297466253
1970,"Crops: Oil crops: Quantity (million, $2015)",12319.76825
1970,"Crops: Vegetables and melons: Price (index, 2015=1)",0.233759965
1970,"Crops: Vegetables and melons: Quantity (million, $2015)",12035.94035
1970,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.16649748
1970,"Crops: Fruits and tree nuts: Quantity (million, $2015)",12436.35042
1970,"Crops: Other crops 2/: Price (index, 2015=1)",0.409546758
1970,"Crops: Other crops 2/: Quantity (million, $2015)",13609.69854
1970,"Farm-related output 3/: Price (index, 2015=1)",0.19228255
1970,"Farm-related output 3/: Quantity (million, $2015)",6806.706447
1970,"Total farm inputs: Price (index, 2015=1)",0.140741135
1970,"Total farm inputs: Quantity (million, $2015)",412075.1878
1970,"Capital: All capital: Price (index, 2015=1)",0.125665418
1970,"Capital: All capital: Quantity (million, $2015)",132913.6794
1970,"Capital: Durable equipment: Price (index, 2015=1)",0.203356431
1970,"Capital: Durable equipment: Quantity (million, $2015)",27020.39375
1970,"Capital: Service buildings: Price (index, 2015=1)",0.174661869
1970,"Capital: Service buildings: Quantity (million, $2015)",7857.208788
1970,"Capital: Land: Price (index, 2015=1)",0.108071959
1970,"Capital: Land: Quantity (million, $2015)",82620.03373
1970,"Capital: Inventories: Price (index, 2015=1)",0.188687507
1970,"Capital: Inventories: Quantity (million, $2015)",4804.867774
1970,"Labor: All labor: Price (index, 2015=1)",0.103402896
1970,"Labor: All labor: Quantity (million, $2015)",128957.8608
1970,"Labor: Hired labor: Price (index, 2015=1)",0.106094474
1970,"Labor: Hired labor: Quantity (million, $2015)",39989.80376
1970,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.10208456
1970,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",89062.62721
1970,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.175243952
1970,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",159541.3716
1970,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.20068165
1970,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",79791.22539
1970,"Intermediate inputs: Energy: Price (index, 2015=1)",0.069015708
1970,"Intermediate inputs: Energy: Quantity (million, $2015)",29196.36774
1970,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.138835907
1970,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",17538.6905
1970,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.486432835
1970,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1973.550985
1970,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.177045999
1970,"Intermediate inputs: Purchased services: Quantity (million, $2015)",34110.1222
1970,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.180069374
1970,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2759.808558
1971,"Total output: Price (index, 2015=1)",0.288981905
1971,"Total output: Quantity (million, $2015)",213177.8892
1971,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.253700161
1971,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",103983.9721
1971,"Livestock and products: Meat animals: Price (index, 2015=1)",0.212280935
1971,"Livestock and products: Meat animals: Quantity (million, $2015)",71925.19244
1971,"Livestock and products: Dairy: Price (index, 2015=1)",0.344594656
1971,"Livestock and products: Dairy: Quantity (million, $2015)",19768.25491
1971,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.251619669
1971,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",15591.23739
1971,"Crops: All crops: Price (index, 2015=1)",0.320060959
1971,"Crops: All crops: Quantity (million, $2015)",105755.0048
1971,"Crops: Food grains: Price (index, 2015=1)",0.380840873
1971,"Crops: Food grains: Quantity (million, $2015)",9327.180705
1971,"Crops: Feed crops: Price (index, 2015=1)",0.29536772
1971,"Crops: Feed crops: Quantity (million, $2015)",49122.71019
1971,"Crops: Oil crops: Price (index, 2015=1)",0.326217797
1971,"Crops: Oil crops: Quantity (million, $2015)",13565.60588
